t; x; y; theta
18978045.923004; 1.00; 0.00; 0.00
18992677.550003; 1.00; 0.00; 0.00
19009102.633011; 1.00; 0.00; 0.00
19026727.814003; 1.00; 0.00; 0.00
19042178.297005; 1.00; 0.00; 0.00
19056723.002007; 1.00; 0.00; 0.00
19078856.186005; 1.00; 0.00; 0.00
19089344.319000; 1.00; 0.00; 0.00
19107336.838005; 1.00; 0.00; 0.00
19120987.343010; 1.00; 0.00; 0.00
19136653.519005; 1.00; 0.00; 0.00
19154415.132011; 1.00; 0.00; 0.00
19168782.125008; 1.00; 0.00; 0.00
19186162.283005; 1.00; 0.00; 0.00
19203105.226006; 1.00; 0.00; 0.00
19217512.131004; 1.00; 0.00; 0.00
19233084.113007; 1.00; 0.00; 0.00
19248699.049004; 1.00; 0.00; 0.00
19264694.945000; 1.00; 0.00; 0.00
19281972.614006; 1.00; 0.00; 0.00
19296788.564003; 1.00; 0.00; 0.00
19312633.588005; 1.00; 0.00; 0.00
19328883.439011; 1.00; 0.00; 0.00
19347463.846008; 1.00; 0.00; 0.00
19361451.799004; 1.00; 0.00; 0.00
19376707.208008; 1.00; 0.00; 0.00
19392812.110008; 1.00; 0.00; 0.00
19408909.512001; 1.00; 0.00; 0.00
19424724.538010; 1.00; 0.00; 0.00
19440670.553009; 1.00; 0.00; 0.00
19457468.853012; 1.00; 0.00; 0.00
19474688.437004; 1.00; 0.00; 0.00
19488771.850006; 1.00; 0.00; 0.00
19505148.996010; 1.00; 0.00; 0.00
19522163.491005; 1.00; 0.00; 0.00
19539045.429008; 1.00; 0.00; 0.00
19554716.367012; 1.00; 0.00; 0.00
19568636.132011; 1.00; 0.00; 0.00
19586239.999001; 1.00; 0.00; 0.00
19600962.187004; 1.00; 0.00; 0.00
19617732.086006; 1.00; 0.00; 0.00
19632761.631004; 1.00; 0.00; 0.00
19650750.131004; 1.00; 0.00; 0.00
19666319.654007; 1.00; 0.00; 0.00
19681975.601006; 1.00; 0.00; 0.00
19696630.517006; 1.00; 0.00; 0.00
19714109.294006; 1.00; 0.00; 0.00
19729082.412003; 1.00; 0.00; 0.00
19745382.956009; 1.00; 0.00; 0.00
